doc_id,document_type,field_name,expected_value
ddi_0001,DDI,ncm,94036000
ddi_0001,DDI,container_number,YKWX8822587
ddi_0001,DDI,gross_weight_kg,"2.553,053"
ddi_0001,DDI,bl_number,COSUEVGCBSECW
ddi_0001,DDI,country_origin,MEXICO
ddi_0001,DDI,customs_value_brl,"138.830,67"
ddi_0001,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ddi_0002,DDI,document_type,DDI
ddi_0002,DDI,document_number,DDI-2026-995239
ddi_0002,DDI,registration_date,27/01/2026
ddi_0002,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0002,DDI,importer_cnpj,81.888.678/3690-01
ddi_0002,DDI,declarant_cnpj,78.180.894/8668-26
ddi_0002,DDI,ncm,85044040
ddi_0002,DDI,container_number,JGJN1013684
ddi_0002,DDI,gross_weight_kg,"28.483,038"
ddi_0002,DDI,bl_number,ONEYRF6OOITPR
ddi_0002,DDI,country_origin,MEXICO
ddi_0002,DDI,customs_value_brl,"251.244,24"
ddi_0002,DDI,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0003,DDI,document_type,DDI
ddi_0003,DDI,document_number,DDI-2026-203628
ddi_0003,DDI,registration_date,05/07/2025
ddi_0003,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0003,DDI,importer_cnpj,07.148.260/2240-13
ddi_0003,DDI,declarant_cnpj,92.679.187/0479-01
ddi_0003,DDI,ncm,39269090
ddi_0003,DDI,container_number,AXAP6108397
ddi_0003,DDI,gross_weight_kg,"12.891,708"
ddi_0003,DDI,bl_number,MBL4CG2NX6AM
ddi_0003,DDI,country_origin,MEXICO
ddi_0003,DDI,customs_value_brl,"541.353,85"
ddi_0003,DDI,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0004,DDI,document_type,DDI
ddi_0004,DDI,document_number,DDI-2025-284162
ddi_0004,DDI,registration_date,16/04/2026
ddi_0004,DDI,importer_name,COSTA AZUL TRADING S A
ddi_0004,DDI,importer_cnpj,40.519.245/8964-77
ddi_0004,DDI,declarant_cnpj,92.771.574/2048-97
ddi_0004,DDI,ncm,94036000
ddi_0004,DDI,container_number,XJTS6984903
ddi_0004,DDI,gross_weight_kg,"28.356,756"
ddi_0004,DDI,bl_number,ONEYZKQJXKBUG
ddi_0004,DDI,country_origin,COREIA DO SUL
ddi_0004,DDI,customs_value_brl,"691.477,93"
ddi_0004,DDI,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0005,DDI,document_type,DDI
ddi_0005,DDI,document_number,DDI-2025-292464
ddi_0005,DDI,registration_date,02/10/2025
ddi_0005,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0005,DDI,importer_cnpj,03.674.314/4966-04
ddi_0005,DDI,declarant_cnpj,16.491.535/0475-19
ddi_0005,DDI,ncm,87089990
ddi_0005,DDI,container_number,KFKX3000736
ddi_0005,DDI,gross_weight_kg,"2.104,154"
ddi_0005,DDI,bl_number,HBLBEXS1CKY0
ddi_0005,DDI,country_origin,INDIA
ddi_0005,DDI,customs_value_brl,"883.879,64"
ddi_0005,DDI,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0006,DDI,document_type,DDI
ddi_0006,DDI,document_number,DDI-2025-775830
ddi_0006,DDI,registration_date,18/10/2025
ddi_0006,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0006,DDI,importer_cnpj,94.035.268/5222-49
ddi_0006,DDI,declarant_cnpj,58.977.733/7279-46
ddi_0006,DDI,ncm,39269090
ddi_0006,DDI,container_number,EBDS1324733
ddi_0006,DDI,gross_weight_kg,"29.563,703"
ddi_0006,DDI,bl_number,MBLQ6WL5YJ1G
ddi_0006,DDI,country_origin,ESTADOS UNIDOS
ddi_0006,DDI,customs_value_brl,"408.442,12"
ddi_0006,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0007,DDI,document_type,DDI
ddi_0007,DDI,document_number,DDI-2025-787475
ddi_0007,DDI,registration_date,15/04/2026
ddi_0007,DDI,importer_name,COSTA AZUL TRADING S A
ddi_0007,DDI,importer_cnpj,28.781.656/0616-44
ddi_0007,DDI,declarant_cnpj,86.144.954/7607-07
ddi_0007,DDI,ncm,73181500
ddi_0007,DDI,container_number,ZQWC9928419
ddi_0007,DDI,gross_weight_kg,"8.372,528"
ddi_0007,DDI,bl_number,HBLTKPLVW8E8
ddi_0007,DDI,country_origin,ITALIA
ddi_0007,DDI,customs_value_brl,"277.519,61"
ddi_0007,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0008,DDI,document_type,DDI
ddi_0008,DDI,document_number,DDI-2026-158194
ddi_0008,DDI,registration_date,02/04/2025
ddi_0008,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0008,DDI,importer_cnpj,11.503.474/1461-22
ddi_0008,DDI,declarant_cnpj,31.575.213/5630-36
ddi_0008,DDI,ncm,94036000
ddi_0008,DDI,container_number,XJCI4105241
ddi_0008,DDI,gross_weight_kg,"6.974,282"
ddi_0008,DDI,bl_number,MBLF2LRUHQGD
ddi_0008,DDI,country_origin,MEXICO
ddi_0008,DDI,customs_value_brl,"349.329,35"
ddi_0008,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0009,DDI,document_type,DDI
ddi_0009,DDI,document_number,DDI-2025-461234
ddi_0009,DDI,registration_date,02/03/2026
ddi_0009,DDI,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
ddi_0009,DDI,importer_cnpj,26.413.413/4800-62
ddi_0009,DDI,declarant_cnpj,16.131.618/8294-91
ddi_0009,DDI,ncm,87089990
ddi_0009,DDI,container_number,TOGE4583694
ddi_0009,DDI,gross_weight_kg,"15.645,091"
ddi_0009,DDI,bl_number,HBLAXNQOUX1F
ddi_0009,DDI,country_origin,ITALIA
ddi_0009,DDI,customs_value_brl,"738.109,18"
ddi_0009,DDI,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0010,DDI,document_type,DDI
ddi_0010,DDI,document_number,DDI-2026-306662
ddi_0010,DDI,registration_date,31/12/2025
ddi_0010,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0010,DDI,importer_cnpj,83.683.027/7237-52
ddi_0010,DDI,declarant_cnpj,71.747.569/9929-11
ddi_0010,DDI,ncm,39269090
ddi_0010,DDI,container_number,EGXL4616654
ddi_0010,DDI,gross_weight_kg,"19.554,853"
ddi_0010,DDI,bl_number,SUDUGS7D7CMI3
ddi_0010,DDI,country_origin,COREIA DO SUL
ddi_0010,DDI,customs_value_brl,"77.316,41"
ddi_0010,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0011,DDI,document_type,DDI
ddi_0011,DDI,document_number,DDI-2026-150838
ddi_0011,DDI,registration_date,25/01/2026
ddi_0011,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0011,DDI,importer_cnpj,56.445.856/4226-53
ddi_0011,DDI,declarant_cnpj,91.223.105/9308-13
ddi_0011,DDI,ncm,85371090
ddi_0011,DDI,container_number,PEYU0076050
ddi_0011,DDI,gross_weight_kg,"12.438,109"
ddi_0011,DDI,bl_number,COSUA90KBN9YW
ddi_0011,DDI,country_origin,ALEMANHA
ddi_0011,DDI,customs_value_brl,"819.105,18"
ddi_0011,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0012,DDI,document_type,DDI
ddi_0012,DDI,document_number,DDI-2026-575938
ddi_0012,DDI,registration_date,12/05/2025
ddi_0012,DDI,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ddi_0012,DDI,importer_cnpj,09.384.135/6032-90
ddi_0012,DDI,declarant_cnpj,13.242.943/4302-69
ddi_0012,DDI,ncm,85044040
ddi_0012,DDI,container_number,DWTB7185475
ddi_0012,DDI,gross_weight_kg,"5.570,320"
ddi_0012,DDI,bl_number,MBLVZQ3TV4GR
ddi_0012,DDI,country_origin,MEXICO
ddi_0012,DDI,customs_value_brl,"369.057,50"
ddi_0012,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0013,DDI,document_type,DDI
ddi_0013,DDI,document_number,DDI-2026-636393
ddi_0013,DDI,registration_date,09/03/2026
ddi_0013,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0013,DDI,importer_cnpj,70.809.103/4057-28
ddi_0013,DDI,declarant_cnpj,14.764.126/3612-43
ddi_0013,DDI,ncm,84713012
ddi_0013,DDI,container_number,UOJA8585297
ddi_0013,DDI,gross_weight_kg,"5.399,066"
ddi_0013,DDI,bl_number,SUDU4B58O0L74
ddi_0013,DDI,country_origin,CHINA
ddi_0013,DDI,customs_value_brl,"328.138,38"
ddi_0013,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ddi_0014,DDI,document_type,DDI
ddi_0014,DDI,document_number,DDI-2025-319841
ddi_0014,DDI,registration_date,26/05/2025
ddi_0014,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0014,DDI,importer_cnpj,62.592.944/3113-27
ddi_0014,DDI,declarant_cnpj,61.565.556/5669-18
ddi_0014,DDI,ncm,39269090
ddi_0014,DDI,container_number,YJCV8683934
ddi_0014,DDI,gross_weight_kg,"12.926,344"
ddi_0014,DDI,bl_number,ONEYGA8V53PLW
ddi_0014,DDI,country_origin,CHINA
ddi_0014,DDI,customs_value_brl,"838.068,31"
ddi_0014,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0015,DDI,document_type,DDI
ddi_0015,DDI,document_number,DDI-2025-876581
ddi_0015,DDI,registration_date,20/01/2025
ddi_0015,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0015,DDI,importer_cnpj,98.082.861/3327-24
ddi_0015,DDI,declarant_cnpj,33.409.505/6171-07
ddi_0015,DDI,ncm,84713012
ddi_0015,DDI,container_number,NSYX5118721
ddi_0015,DDI,gross_weight_kg,"21.045,050"
ddi_0015,DDI,bl_number,MSCUBUUW4NQOT
ddi_0015,DDI,country_origin,INDIA
ddi_0015,DDI,customs_value_brl,"715.744,48"
ddi_0015,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ddi_0016,DDI,document_type,DDI
ddi_0016,DDI,document_number,DDI-2025-898246
ddi_0016,DDI,registration_date,21/06/2025
ddi_0016,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0016,DDI,importer_cnpj,08.620.840/3647-24
ddi_0016,DDI,declarant_cnpj,23.824.512/6032-24
ddi_0016,DDI,ncm,40169300
ddi_0016,DDI,container_number,ETKE0659044
ddi_0016,DDI,gross_weight_kg,"15.402,676"
ddi_0016,DDI,bl_number,HBLINY7PTHKO
ddi_0016,DDI,country_origin,CHINA
ddi_0016,DDI,customs_value_brl,"104.344,74"
ddi_0016,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0017,DDI,document_type,DDI
ddi_0017,DDI,document_number,DDI-2025-933168
ddi_0017,DDI,registration_date,30/10/2025
ddi_0017,DDI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ddi_0017,DDI,importer_cnpj,45.305.645/5572-67
ddi_0017,DDI,declarant_cnpj,20.803.508/0278-20
ddi_0017,DDI,ncm,85371090
ddi_0017,DDI,container_number,YHJD3429527
ddi_0017,DDI,gross_weight_kg,"10.935,413"
ddi_0017,DDI,bl_number,MSCUZXZJCMZDH
ddi_0017,DDI,country_origin,ITALIA
ddi_0017,DDI,customs_value_brl,"878.482,18"
ddi_0017,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ddi_0018,DDI,document_type,DDI
ddi_0018,DDI,document_number,DDI-2025-137395
ddi_0018,DDI,registration_date,16/01/2026
ddi_0018,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0018,DDI,importer_cnpj,69.013.084/4535-53
ddi_0018,DDI,declarant_cnpj,23.691.372/8911-94
ddi_0018,DDI,ncm,94036000
ddi_0018,DDI,container_number,TZRZ6027704
ddi_0018,DDI,gross_weight_kg,"7.031,903"
ddi_0018,DDI,bl_number,MBL12BVM2UDE
ddi_0018,DDI,country_origin,INDIA
ddi_0018,DDI,customs_value_brl,"162.666,41"
ddi_0018,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ddi_0019,DDI,document_type,DDI
ddi_0019,DDI,document_number,DDI-2025-847510
ddi_0019,DDI,registration_date,07/06/2025
ddi_0019,DDI,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ddi_0019,DDI,importer_cnpj,59.708.594/5638-65
ddi_0019,DDI,declarant_cnpj,13.892.925/9234-02
ddi_0019,DDI,ncm,40169300
ddi_0019,DDI,container_number,YSOH4691743
ddi_0019,DDI,gross_weight_kg,"5.629,757"
ddi_0019,DDI,bl_number,MSCUMG8VQMU4M
ddi_0019,DDI,country_origin,ESTADOS UNIDOS
ddi_0019,DDI,customs_value_brl,"605.397,52"
ddi_0019,DDI,port_terminal,PORTO DEMONSTRATIVO
ddi_0020,DDI,document_type,DDI
ddi_0020,DDI,document_number,DDI-2025-941823
ddi_0020,DDI,registration_date,12/02/2026
ddi_0020,DDI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ddi_0020,DDI,importer_cnpj,34.400.167/3372-60
ddi_0020,DDI,declarant_cnpj,47.702.912/4016-37
ddi_0020,DDI,ncm,39269090
ddi_0020,DDI,container_number,HRCB5989306
ddi_0020,DDI,gross_weight_kg,"5.938,858"
ddi_0020,DDI,bl_number,SUDULZK6U0G8X
ddi_0020,DDI,country_origin,INDIA
ddi_0020,DDI,customs_value_brl,"821.943,51"
ddi_0020,DDI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0001,CTAC,document_type,CTAC
ctac_0001,CTAC,document_number,CTAC-2026-18602
ctac_0001,CTAC,registration_date,27/10/2025
ctac_0001,CTAC,importer_name,COSTA AZUL TRADING S A
ctac_0001,CTAC,importer_cnpj,05.620.928/9931-82
ctac_0001,CTAC,declarant_cnpj,33.913.060/1747-40
ctac_0001,CTAC,ncm,40169300
ctac_0001,CTAC,container_number,VWKF6594560
ctac_0001,CTAC,gross_weight_kg,"17.780,685"
ctac_0001,CTAC,bl_number,MBLC77OGQEQM
ctac_0001,CTAC,country_origin,COREIA DO SUL
ctac_0001,CTAC,customs_value_brl,"365.330,98"
ctac_0001,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0002,CTAC,document_type,CTAC
ctac_0002,CTAC,document_number,CTAC-2026-44267
ctac_0002,CTAC,registration_date,29/10/2025
ctac_0002,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0002,CTAC,importer_cnpj,09.344.905/4935-55
ctac_0002,CTAC,declarant_cnpj,69.151.364/7804-90
ctac_0002,CTAC,ncm,39269090
ctac_0002,CTAC,container_number,WXON2244841
ctac_0002,CTAC,gross_weight_kg,"22.212,570"
ctac_0002,CTAC,bl_number,MSCU7H0YT6UCV
ctac_0002,CTAC,country_origin,COREIA DO SUL
ctac_0002,CTAC,customs_value_brl,"123.434,89"
ctac_0002,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0003,CTAC,document_type,CTAC
ctac_0003,CTAC,document_number,CTAC-2026-12271
ctac_0003,CTAC,registration_date,18/04/2025
ctac_0003,CTAC,importer_name,ATLANTICO SUL INDUSTRIA E COMERCIO LTDA
ctac_0003,CTAC,importer_cnpj,93.270.154/4212-72
ctac_0003,CTAC,declarant_cnpj,35.248.725/1979-74
ctac_0003,CTAC,ncm,85371090
ctac_0003,CTAC,container_number,CIOI3331178
ctac_0003,CTAC,gross_weight_kg,"16.582,910"
ctac_0003,CTAC,bl_number,ONEYDB1NLARQ6
ctac_0003,CTAC,country_origin,CHINA
ctac_0003,CTAC,customs_value_brl,"91.328,99"
ctac_0003,CTAC,port_terminal,RECINTO ALFANDEGADO MODELO
ctac_0004,CTAC,document_type,CTAC
ctac_0004,CTAC,document_number,CTAC-2025-75498
ctac_0004,CTAC,registration_date,08/09/2025
ctac_0004,CTAC,importer_name,ATLANTICO SUL INDUSTRIA E COMERCIO LTDA
ctac_0004,CTAC,importer_cnpj,39.159.557/5922-04
ctac_0004,CTAC,declarant_cnpj,52.219.084/5705-51
ctac_0004,CTAC,ncm,40169300
ctac_0004,CTAC,container_number,CPWG5156394
ctac_0004,CTAC,gross_weight_kg,"14.822,303"
ctac_0004,CTAC,bl_number,ONEYHDTIFXIST
ctac_0004,CTAC,country_origin,INDIA
ctac_0004,CTAC,customs_value_brl,"947.223,28"
ctac_0004,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0005,CTAC,document_type,CTAC
ctac_0005,CTAC,document_number,CTAC-2026-53064
ctac_0005,CTAC,registration_date,01/01/2025
ctac_0005,CTAC,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
ctac_0005,CTAC,importer_cnpj,85.520.842/5229-99
ctac_0005,CTAC,declarant_cnpj,60.900.639/0773-02
ctac_0005,CTAC,ncm,39269090
ctac_0005,CTAC,container_number,LKIY9773704
ctac_0005,CTAC,gross_weight_kg,"16.473,872"
ctac_0005,CTAC,bl_number,COSUMVHH34P6C
ctac_0005,CTAC,country_origin,CHINA
ctac_0005,CTAC,customs_value_brl,"292.064,75"
ctac_0005,CTAC,port_terminal,RECINTO ALFANDEGADO MODELO
ctac_0006,CTAC,document_type,CTAC
ctac_0006,CTAC,document_number,CTAC-2025-90856
ctac_0006,CTAC,registration_date,17/02/2025
ctac_0006,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0006,CTAC,importer_cnpj,32.337.738/4958-56
ctac_0006,CTAC,declarant_cnpj,86.650.343/6723-11
ctac_0006,CTAC,ncm,84713012
ctac_0006,CTAC,container_number,TIYE0122029
ctac_0006,CTAC,gross_weight_kg,"11.131,729"
ctac_0006,CTAC,bl_number,MSCUMRBJ6WY75
ctac_0006,CTAC,country_origin,COREIA DO SUL
ctac_0006,CTAC,customs_value_brl,"153.256,05"
ctac_0006,CTAC,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0007,CTAC,document_type,CTAC
ctac_0007,CTAC,document_number,CTAC-2026-91279
ctac_0007,CTAC,registration_date,20/03/2026
ctac_0007,CTAC,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ctac_0007,CTAC,importer_cnpj,06.272.077/1789-33
ctac_0007,CTAC,declarant_cnpj,01.785.682/7733-09
ctac_0007,CTAC,ncm,94036000
ctac_0007,CTAC,container_number,ZDCN6404191
ctac_0007,CTAC,gross_weight_kg,"8.421,036"
ctac_0007,CTAC,bl_number,HBLYD59XJ9LL
ctac_0007,CTAC,country_origin,ALEMANHA
ctac_0007,CTAC,customs_value_brl,"58.346,37"
ctac_0007,CTAC,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0008,CTAC,document_type,CTAC
ctac_0008,CTAC,document_number,CTAC-2026-91526
ctac_0008,CTAC,registration_date,19/10/2025
ctac_0008,CTAC,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ctac_0008,CTAC,importer_cnpj,33.080.032/7525-43
ctac_0008,CTAC,declarant_cnpj,57.928.109/9015-38
ctac_0008,CTAC,ncm,73181500
ctac_0008,CTAC,container_number,BNYN0672441
ctac_0008,CTAC,gross_weight_kg,"12.252,236"
ctac_0008,CTAC,bl_number,MBL3QN8DMUTS
ctac_0008,CTAC,country_origin,ESTADOS UNIDOS
ctac_0008,CTAC,customs_value_brl,"744.562,14"
ctac_0008,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0009,CTAC,document_type,CTAC
ctac_0009,CTAC,document_number,CTAC-2026-16598
ctac_0009,CTAC,registration_date,13/12/2025
ctac_0009,CTAC,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
ctac_0009,CTAC,importer_cnpj,85.908.919/7881-67
ctac_0009,CTAC,declarant_cnpj,16.209.201/6557-03
ctac_0009,CTAC,ncm,87089990
ctac_0009,CTAC,container_number,TVGK9345842
ctac_0009,CTAC,gross_weight_kg,"15.532,515"
ctac_0009,CTAC,bl_number,ONEY5RNSDLJ3Z
ctac_0009,CTAC,country_origin,ITALIA
ctac_0009,CTAC,customs_value_brl,"818.730,40"
ctac_0009,CTAC,port_terminal,RECINTO ALFANDEGADO MODELO
ctac_0010,CTAC,document_type,CTAC
ctac_0010,CTAC,document_number,CTAC-2025-40635
ctac_0010,CTAC,registration_date,14/02/2026
ctac_0010,CTAC,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ctac_0010,CTAC,importer_cnpj,98.807.571/8611-48
ctac_0010,CTAC,declarant_cnpj,27.707.623/3335-55
ctac_0010,CTAC,ncm,85044040
ctac_0010,CTAC,container_number,UFAS0675437
ctac_0010,CTAC,gross_weight_kg,"20.606,212"
ctac_0010,CTAC,bl_number,HBL7D0G0NG06
ctac_0010,CTAC,country_origin,ALEMANHA
ctac_0010,CTAC,customs_value_brl,"144.595,62"
ctac_0010,CTAC,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0011,CTAC,document_type,CTAC
ctac_0011,CTAC,document_number,CTAC-2025-53389
ctac_0011,CTAC,registration_date,04/08/2025
ctac_0011,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0011,CTAC,importer_cnpj,05.180.619/8358-25
ctac_0011,CTAC,declarant_cnpj,94.523.977/6110-72
ctac_0011,CTAC,ncm,85371090
ctac_0011,CTAC,container_number,DUBY4265935
ctac_0011,CTAC,gross_weight_kg,"6.204,500"
ctac_0011,CTAC,bl_number,HBLXKID1D1OA
ctac_0011,CTAC,country_origin,CHINA
ctac_0011,CTAC,customs_value_brl,"801.555,48"
ctac_0011,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0012,CTAC,document_type,CTAC
ctac_0012,CTAC,document_number,CTAC-2026-22590
ctac_0012,CTAC,registration_date,20/10/2025
ctac_0012,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0012,CTAC,importer_cnpj,52.537.820/1598-40
ctac_0012,CTAC,declarant_cnpj,20.614.418/7931-89
ctac_0012,CTAC,ncm,39269090
ctac_0012,CTAC,container_number,QQMQ3807678
ctac_0012,CTAC,gross_weight_kg,"15.386,128"
ctac_0012,CTAC,bl_number,COSUADO45NS75
ctac_0012,CTAC,country_origin,ESTADOS UNIDOS
ctac_0012,CTAC,customs_value_brl,"140.844,93"
ctac_0012,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0013,CTAC,document_type,CTAC
ctac_0013,CTAC,document_number,CTAC-2026-98612
ctac_0013,CTAC,registration_date,16/02/2026
ctac_0013,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0013,CTAC,importer_cnpj,00.949.149/6132-04
ctac_0013,CTAC,declarant_cnpj,12.824.195/6478-22
ctac_0013,CTAC,ncm,73181500
ctac_0013,CTAC,container_number,NEIY4832524
ctac_0013,CTAC,gross_weight_kg,"15.180,336"
ctac_0013,CTAC,bl_number,HBLHGOUU2GIV
ctac_0013,CTAC,country_origin,ESTADOS UNIDOS
ctac_0013,CTAC,customs_value_brl,"610.231,64"
ctac_0013,CTAC,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0014,CTAC,document_type,CTAC
ctac_0014,CTAC,document_number,CTAC-2025-24727
ctac_0014,CTAC,registration_date,20/08/2025
ctac_0014,CTAC,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ctac_0014,CTAC,importer_cnpj,62.338.021/4608-50
ctac_0014,CTAC,declarant_cnpj,64.733.591/4553-71
ctac_0014,CTAC,ncm,39269090
ctac_0014,CTAC,container_number,SSIZ1002268
ctac_0014,CTAC,gross_weight_kg,"4.703,912"
ctac_0014,CTAC,bl_number,COSUNPL2SB955
ctac_0014,CTAC,country_origin,ALEMANHA
ctac_0014,CTAC,customs_value_brl,"781.215,21"
ctac_0014,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0015,CTAC,document_type,CTAC
ctac_0015,CTAC,document_number,CTAC-2026-56737
ctac_0015,CTAC,registration_date,09/03/2026
ctac_0015,CTAC,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
ctac_0015,CTAC,importer_cnpj,16.514.510/9641-59
ctac_0015,CTAC,declarant_cnpj,20.371.243/0772-74
ctac_0015,CTAC,ncm,85371090
ctac_0015,CTAC,container_number,DDWX1109933
ctac_0015,CTAC,gross_weight_kg,"26.459,868"
ctac_0015,CTAC,bl_number,HBLUJXJXOQYS
ctac_0015,CTAC,country_origin,ALEMANHA
ctac_0015,CTAC,customs_value_brl,"817.672,61"
ctac_0015,CTAC,port_terminal,TERMINAL PORTUARIO SINTETICO 01
ctac_0016,CTAC,document_type,CTAC
ctac_0016,CTAC,document_number,CTAC-2025-29606
ctac_0016,CTAC,registration_date,10/09/2025
ctac_0016,CTAC,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ctac_0016,CTAC,importer_cnpj,01.309.431/1959-15
ctac_0016,CTAC,declarant_cnpj,14.790.524/3506-32
ctac_0016,CTAC,ncm,94036000
ctac_0016,CTAC,container_number,SAKQ7609569
ctac_0016,CTAC,gross_weight_kg,"8.790,090"
ctac_0016,CTAC,bl_number,HBLB1HA29H0X
ctac_0016,CTAC,country_origin,ALEMANHA
ctac_0016,CTAC,customs_value_brl,"170.497,80"
ctac_0016,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0017,CTAC,document_type,CTAC
ctac_0017,CTAC,document_number,CTAC-2026-31313
ctac_0017,CTAC,registration_date,13/07/2025
ctac_0017,CTAC,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ctac_0017,CTAC,importer_cnpj,89.770.409/5041-16
ctac_0017,CTAC,declarant_cnpj,36.177.650/7828-38
ctac_0017,CTAC,ncm,39269090
ctac_0017,CTAC,container_number,NHYG8148213
ctac_0017,CTAC,gross_weight_kg,"4.437,525"
ctac_0017,CTAC,bl_number,HBLSSU32TSB8
ctac_0017,CTAC,country_origin,MEXICO
ctac_0017,CTAC,customs_value_brl,"315.953,48"
ctac_0017,CTAC,port_terminal,RECINTO ALFANDEGADO MODELO
ctac_0018,CTAC,document_type,CTAC
ctac_0018,CTAC,document_number,CTAC-2025-51869
ctac_0018,CTAC,registration_date,30/09/2025
ctac_0018,CTAC,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
ctac_0018,CTAC,importer_cnpj,97.824.022/3372-22
ctac_0018,CTAC,declarant_cnpj,13.951.986/7242-33
ctac_0018,CTAC,ncm,85044040
ctac_0018,CTAC,container_number,EWAP1152841
ctac_0018,CTAC,gross_weight_kg,"6.489,848"
ctac_0018,CTAC,bl_number,ONEY3BZAGKI5F
ctac_0018,CTAC,country_origin,CHINA
ctac_0018,CTAC,customs_value_brl,"877.232,04"
ctac_0018,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0019,CTAC,document_type,CTAC
ctac_0019,CTAC,document_number,CTAC-2026-74295
ctac_0019,CTAC,registration_date,01/02/2026
ctac_0019,CTAC,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
ctac_0019,CTAC,importer_cnpj,05.490.416/3920-50
ctac_0019,CTAC,declarant_cnpj,53.791.516/9846-76
ctac_0019,CTAC,ncm,87089990
ctac_0019,CTAC,container_number,ITKF4335588
ctac_0019,CTAC,gross_weight_kg,"5.766,489"
ctac_0019,CTAC,bl_number,MSCUI006D9DIG
ctac_0019,CTAC,country_origin,ITALIA
ctac_0019,CTAC,customs_value_brl,"520.383,15"
ctac_0019,CTAC,port_terminal,PORTO DEMONSTRATIVO
ctac_0020,CTAC,document_type,CTAC
ctac_0020,CTAC,document_number,CTAC-2026-15173
ctac_0020,CTAC,registration_date,25/03/2025
